cbsa,metro_name,year,hpi,appreciation_rate,pop_growth_rate,unemployment_rate,poverty_rate,median_income,pct_bachelors_plus,vacancy_rate,homeownership_rate,mortgage_rate
10900,"Allentown-Bethlehem-Easton, PA-NJ",2023,301.04,7.918981896397215,0.2669791753947548,4.661398857182859,11.062910312253754,81159.0,33.30350792294976,5.140575931334434,69.66578519769331,6.805
10900,"Allentown-Bethlehem-Easton, PA-NJ",2024,320.19,6.361280892904597,1.4724888530201374,5.326794110523722,9.945188127664627,83974.0,33.77897464300948,6.608063381342036,69.78275972246243,6.7225
11244,"Anaheim-Santa Ana-Irvine, CA (MSAD)",2014,254.29,5.296066252587983,0.9959995982159242,8.195985007472624,17.286794321603725,60514.0,32.145643164766106,5.857280264444288,48.31591796032345,4.1725
11244,"Anaheim-Santa Ana-Irvine, CA (MSAD)",2015,271.14,6.626292815289636,0.5869907149783415,6.777521862668133,15.695819529260984,62544.0,32.73431587930753,5.882880191216015,47.85754686967416,3.8475
11244,"Anaheim-Santa Ana-Irvine, CA (MSAD)",2016,285.13,5.15969609795679,-0.22204534489629335,6.217497768824929,15.041961995771688,65950.0,33.52738659341814,5.923422856810727,47.446855058327856,3.6550000000000002
11244,"Anaheim-Santa Ana-Irvine, CA (MSAD)",2017,304.26,6.709220355627266,0.3265104470195457,5.533735119937359,14.053276744863052,69992.0,34.185285202872706,6.380730100369801,48.418148331521614,3.9875
11244,"Anaheim-Santa Ana-Irvine, CA (MSAD)",2018,314.54,3.3786892789062106,-0.46743623420472113,5.242902619969961,13.255059477830992,72563.0,34.576083281776846,6.813266867308856,48.19996408149917,4.5425
11244,"Anaheim-Santa Ana-Irvine, CA (MSAD)",2019,332.23,5.6240859668086784,-0.5769633282538877,4.803811223124275,12.434116239498604,77774.0,35.49836653026405,6.916191367836697,48.20938107036466,3.935
11244,"Anaheim-Santa Ana-Irvine, CA (MSAD)",2021,423.92,18.605562083822957,-0.822736690887238,8.829430615486247,13.112300416623446,82503.0,37.072155668445774,6.439342046762049,48.89076037890936,2.9575
11244,"Anaheim-Santa Ana-Irvine, CA (MSAD)",2022,440.04,3.8026042649556446,-0.96197279553768,5.413241623158457,12.890145874870656,87743.0,37.61695415006154,6.001339928835076,47.93651386118178,5.3425
11244,"Anaheim-Santa Ana-Irvine, CA (MSAD)",2023,465.3,5.7403872375238585,-0.5688328803459042,5.464082658871409,12.580332800914912,91960.0,38.461983881990086,5.92048859241416,48.20389531318306,6.805
11244,"Anaheim-Santa Ana-Irvine, CA (MSAD)",2024,521.35,12.045991833225877,1.0040862248126725,5.649491267580128,12.392946537280537,96405.0,39.03953219818328,5.876802922621653,48.22570719200234,6.7225
11694,"Arlington-Alexandria-Reston, VA-WV (MSAD)",2012,230.29,5.150449751152908,1.7599213737572672,6.534796952332855,8.376139538203278,88233.0,48.1744728136615,6.951092407579927,62.876181854275295,3.655
11694,"Arlington-Alexandria-Reston, VA-WV (MSAD)",2013,245.65,6.669851057362464,2.513312037748361,6.605027735755391,8.47806138723766,90149.0,48.65204553653107,6.40096957527548,62.69461459629396,3.975
11694,"Arlington-Alexandria-Reston, VA-WV (MSAD)",2014,253.75,3.297374313047019,1.3870089378297923,6.318640066920193,8.680107553191885,91193.0,49.33149757569317,6.506998693183766,62.69822811535146,4.1725
11694,"Arlington-Alexandria-Reston, VA-WV (MSAD)",2015,253.65,-0.03940886699507207,1.08638788584432,5.066791331128633,8.257986125479382,93294.0,49.34883996656065,6.565905293197963,62.2531774930834,3.8475
11694,"Arlington-Alexandria-Reston, VA-WV (MSAD)",2016,263.11,3.7295485905775694,0.5783431172347919,4.788963001599314,8.399113660538491,95843.0,50.21401621238864,6.443585440104083,62.422906041866845,3.6550000000000002
11694,"Arlington-Alexandria-Reston, VA-WV (MSAD)",2017,272.31,3.4966363878225826,1.3557886197100855,4.626869709910308,7.899430060485213,99669.0,50.778443000871306,6.417031909350452,63.63180934757049,3.9875
11694,"Arlington-Alexandria-Reston, VA-WV (MSAD)",2018,281.16,3.2499724578605393,0.5554384875601448,4.613095154858706,7.621440972335279,102180.0,51.56411957766569,5.908670027112914,63.53714536067295,4.5425
11694,"Arlington-Alexandria-Reston, VA-WV (MSAD)",2019,297.14,5.683596528666945,0.4712185102475619,4.08408865400695,7.547543315044876,105659.0,51.40185181404654,6.266169695975361,63.51877963680175,3.935
11694,"Arlington-Alexandria-Reston, VA-WV (MSAD)",2021,359.65,9.592589206813539,0.620591950224636,5.528392951937662,8.72852061095294,110355.0,53.42312697365741,5.572279079564338,64.37177381584812,2.9575
11694,"Arlington-Alexandria-Reston, VA-WV (MSAD)",2022,376.68,4.735159182538595,0.23868266418731743,3.679255671471077,7.888016581352099,117432.0,54.48584135465224,4.980811204609234,63.8605489560902,5.3425
11694,"Arlington-Alexandria-Reston, VA-WV (MSAD)",2023,400.13,6.225443347138149,-1.088513670511082,3.925644833391791,7.913292272831677,121469.0,54.82553975284971,4.848977380468645,63.50941556083541,6.805
11694,"Arlington-Alexandria-Reston, VA-WV (MSAD)",2024,425.62,6.370429610376638,2.11688602762905,4.141055504537848,8.254993062812208,126244.0,55.46450894749137,5.28499627888958,63.38985647042264,6.7225
12054,"Atlanta-Sandy Springs-Roswell, GA (MSAD)",2012,156.73,9.770275949012452,1.4236097780617296,11.073592351238078,16.589346957047486,54628.0,35.304471896365555,11.565101505399475,63.81201698577813,3.655
12054,"Atlanta-Sandy Springs-Roswell, GA (MSAD)",2013,177.01,12.939450009570596,1.5174253088827916,9.831952072868006,15.94571086716352,55733.0,35.15651551315313,10.832188137043952,63.3177407503679,3.975
12054,"Atlanta-Sandy Springs-Roswell, GA (MSAD)",2014,187.36,5.847127280944586,1.5772098105722776,7.855673189469912,15.507949850258832,56166.0,35.84226286189558,10.518056281877245,62.41186365317871,4.1725
